Keywords|Funding Amount in EUR|Start Date|Start Year|End Date|End Year|Researchers|Research Organization - original|Research Organization - standardized|City of Research organization|State of Research organization|Country of Research organization|Funder|Funder Group|Funder Country|Program|Resulting publications|Fields of Research (ANZSRC 2020)|Cancer Types|CSO Categories|Units of Assessment|Sustainable Development Goals
|51900.0|2007-01-01|2007.0|2009-01-01|2009.0|MATTARELLA Bernardo Giorgio, FRANCHINI Claudio, CAROLI CASAVOLA Hilde, BATTINI Stefano, SPAGNUOLO VIGORITA Renata|University of Siena; University of Rome Tor Vergata; University of Molise; Tuscia University; University of Naples Federico II|University of Siena; University of Rome Tor Vergata; University of Molise; Tuscia University; University of Naples Federico II|Siena; Rome; Campobasso; Viterbo; Naples|; Lazio; ; ; Campania|Italy; Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||48 Law and Legal Studies; 4803 International and Comparative Law; 4807 Public Law||||
|298000.0|2007-01-01|2007.0|2009-01-01|2009.0|MASTANDREA Paolo, ZURLI Loriano, PERRELLI Raffaele, VIPARELLI Valeria, BIONDI Giuseppe|Ca' Foscari University of Venice; University of Perugia; University of Calabria; University of Naples Federico II; University of Parma|Ca' Foscari University of Venice; University of Perugia; University of Calabria; University of Naples Federico II; University of Parma|Venice; Perugia; Rende; Naples; Parma|; Umbria; ; Campania; |Italy; Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||36 Creative Arts and Writing; 47 Language, Communication and Culture; 4705 Literary Studies||||
|174000.0|2007-01-01|2007.0|2009-01-01|2009.0|MARTINO Enio, CAVAGNINI Francesco, LOMBARDI Gaetano, GHIGO Ezio, MINUTO Francesco|University of Pisa; University of Milan; University of Naples Federico II; University of Turin; University of Genoa|University of Pisa; University of Milan; University of Naples Federico II; University of Turin; University of Genoa|Pisa; Milan; Naples; Turin; Genoa|Toscana; ; Campania; Piemonte; Liguria|Italy; Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||32 Biomedical and Clinical Sciences; 3202 Clinical Sciences||||
|125000.0|2007-01-01|2007.0|2009-01-01|2009.0|MARTELLI Francesco, ZUNINO Pietro, MANNA Marcello|University of Florence; University of Genoa; University of Naples Federico II|University of Florence; University of Genoa; University of Naples Federico II|Florence; Genoa; Naples|Toscana; Liguria; Campania|Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||40 Engineering; 4012 Fluid Mechanics and Thermal Engineering||||
|190000.0|2007-01-01|2007.0|2009-01-01|2009.0|MARIOTTI Stefano, ROSSI Guido, MELILLO Rosa Marina, BASOLO Fulvio, PINCHERA Aldo|University of Cagliari; University of Naples Federico II; University of Pisa|University of Cagliari; University of Naples Federico II; University of Pisa|Cagliari; Naples; Pisa|; Campania; Toscana|Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||32 Biomedical and Clinical Sciences; 3211 Oncology and Carcinogenesis; 49 Mathematical Sciences|Head and Neck Cancer; Thyroid Cancer|2.1 Exogenous Factors in the Origin and Cause of Cancer||
|96000.0|2007-01-01|2007.0|2009-01-01|2009.0|MARIN Marcello, CLAUSI Benedetto, UGENTI Valerio, ISETTA Sandra, LUONGO Gennaro|University of Foggia; University of Calabria; University of Salento; University of Genoa; University of Naples Federico II|University of Foggia; University of Calabria; University of Salento; University of Genoa; University of Naples Federico II|Foggia; Rende; Lecce; Genoa; Naples|; ; ; Liguria; Campania|Italy; Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||50 Philosophy and Religious Studies; 5005 Theology||||
|46138.0|2007-01-01|2007.0|2009-01-01|2009.0|MARCHI Luciano, CAPODAGLIO Gianfranco, CALDARELLI Adele, MELIS Andrea|University of Pisa; University of Bologna; University of Naples Federico II; University of Cagliari|University of Pisa; University of Bologna; University of Naples Federico II; University of Cagliari|Pisa; Bologna; Naples; Cagliari|Toscana; Emilia-Romagna; Campania; |Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||35 Commerce, Management, Tourism and Services; 3501 Accounting, Auditing and Accountability; 3502 Banking, Finance and Investment; 3507 Strategy, Management and Organisational Behaviour||||
|165250.0|2007-01-01|2007.0|2009-01-01|2009.0|MANCINI Giuseppe, MALPEI Francesca, PIROZZI Francesco, LANCIOTTI Eudes, CONTI Fabio|University of Catania; Politecnico di Milano; University of Naples Federico II; University of Florence; University of Insubria|University of Catania; Politecnico di Milano; University of Naples Federico II; University of Florence; University of Insubria|Catania; Milan; Naples; Florence; Varese|; ; Campania; Toscana; |Italy; Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||40 Engineering; 4004 Chemical Engineering||||
|180500.0|2007-01-01|2007.0|2009-01-01|2009.0|MANCINI Anna Maria, PERILLO Eugenio, CAROLI Ezio, MANFREDI Manfredo|University of Salento; University of Naples Federico II; National Institute for Astrophysics; University of Parma|University of Salento; University of Naples Federico II; National Institute for Astrophysics; University of Parma|Lecce; Naples; Rome; Parma|; Campania; ; |Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||51 Physical Sciences; 5106 Nuclear and Plasma Physics||||
|165000.0|2007-01-01|2007.0|2009-01-01|2009.0|MAIORANA Carmelo, VIOLA Erasmo, MAROTTI DE SCIARRA Francesco, CUOMO Massimo, BRUNO Domenico|University of Padua; University of Bologna; University of Naples Federico II; University of Catania; University of Calabria|University of Padua; University of Bologna; University of Naples Federico II; University of Catania; University of Calabria|Padova; Bologna; Naples; Catania; Rende|Veneto; Emilia-Romagna; Campania; ; |Italy; Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||40 Engineering; 4005 Civil Engineering|||B12 Engineering|
|37168.0|2007-01-01|2007.0|2009-01-01|2009.0|MAFFI Alberto, GAGLIARDI Lorenzo, REDUZZI Francesca, MCCLINTOCK Aglaia, MONACO Lucia|"University of Milano-Bicocca; University of Milan; University of Naples Federico II; University of Sannio; University of Campania ""Luigi Vanvitelli"""|"University of Milano-Bicocca; University of Milan; University of Naples Federico II; University of Sannio; University of Campania ""Luigi Vanvitelli"""|Milan; Milan; Naples; Benevento; Caserta|; ; Campania; ; |Italy; Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||||||
|120890.0|2007-01-01|2007.0|2009-01-01|2009.0|LORENI Fabrizio, BIFFO Stefano, CAMPANELLA Chiara, HIRSCH Emilio, BARDELLI Alberto|University of Rome Tor Vergata; University of Eastern Piedmont Amadeo Avogadro; University of Naples Federico II; University of Turin|University of Rome Tor Vergata; University of Eastern Piedmont Amadeo Avogadro; University of Naples Federico II; University of Turin|Rome; Vercelli; Naples; Turin|Lazio; ; Campania; Piemonte|Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||||||
|86500.0|2007-01-01|2007.0|2009-01-01|2009.0|LONGO Francesca, TEPEDINO Adele, MALTOMINI Franco, FALIVENE Maria Rosaria, FERRARIO Matilde|University of Naples Federico II; University of Salerno; University of Udine; University of Rome Tor Vergata; University of Calabria|University of Naples Federico II; University of Salerno; University of Udine; University of Rome Tor Vergata; University of Calabria|Naples; Fisciano; Udine; Rome; Rende|Campania; ; ; Lazio; |Italy; Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||47 Language, Communication and Culture; 4705 Literary Studies||||
|167000.0|2007-01-01|2007.0|2009-01-01|2009.0|LO MUZIO Lorenzo, CAMPISI Giuseppina, BAZAN Viviana, DE ROSA Gaetano, MARIGGIO' Maria Addolorata|University of Foggia; University of Palermo; University of Naples Federico II; University of Bari Aldo Moro|University of Foggia; University of Palermo; University of Naples Federico II; University of Bari Aldo Moro|Foggia; Palermo; Naples; Bari|; ; Campania; |Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||31 Biological Sciences; 32 Biomedical and Clinical Sciences; 3211 Oncology and Carcinogenesis|Oral Cavity and Lip Cancer|1.4 Cancer Progression and Metastasis||
|90000.0|2007-01-01|2007.0|2009-01-01|2009.0|LI CALZI Marco, GRAZIANO Maria Gabriella, SCARSINI Marco, MACCHERONI Fabio Angelo, MONTRUCCHIO Luigi|Ca' Foscari University of Venice; University of Naples Federico II; Luiss University; Bocconi University; University of Turin|Ca' Foscari University of Venice; University of Naples Federico II; Luiss University; Bocconi University; University of Turin|Venice; Naples; Rome; Milan; Turin|; Campania; Lazio; ; Piemonte|Italy; Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy||pub.1040692671; pub.1028935392; pub.1016847759|38 Economics; 3801 Applied Economics||||
|170000.0|2007-01-01|2007.0|2009-01-01|2009.0|LAURO Renato, BEGUINOT Francesco, SESTI Giorgio, GIORGINO Francesco, TRISCHITTA Vincenzo|University of Rome Tor Vergata; University of Naples Federico II; Magna Graecia University; University of Bari Aldo Moro; Sapienza University of Rome|University of Rome Tor Vergata; University of Naples Federico II; Magna Graecia University; University of Bari Aldo Moro; Sapienza University of Rome|Rome; Naples; Catanzaro; Bari; Rome|Lazio; Campania; ; ; Lazio|Italy; Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||31 Biological Sciences; 3101 Biochemistry and Cell Biology||||
|195000.0|2007-01-01|2007.0|2009-01-01|2009.0|LANDI Carmine, BUCCI Giovanni, BERNIERI Andrea, PASQUINO Nicola, DE CAPUA Claudio Roberto Maria|"University of Campania ""Luigi Vanvitelli""; University of L'Aquila; University of Cassino and Southern Lazio; University of Naples Federico II; University of Reggio Calabria"|"University of Campania ""Luigi Vanvitelli""; University of L'Aquila; University of Cassino and Southern Lazio; University of Naples Federico II; University of Reggio Calabria"|Caserta; L’Aquila; Cassino; Naples; Reggio Calabria|; ; ; Campania; |Italy; Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||40 Engineering; 4008 Electrical Engineering|||B12 Engineering|
|62000.0|2007-01-01|2007.0|2009-01-01|2009.0|KAJON Irene, RICCI SINDONI Paola, BERNARDINI Paolo Luca, D'ANTUONO Emilia|Sapienza University of Rome; University of Messina; University of Insubria; University of Naples Federico II|Sapienza University of Rome; University of Messina; University of Insubria; University of Naples Federico II|Rome; Messina; Varese; Naples|Lazio; ; ; Campania|Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||50 Philosophy and Religious Studies; 5004 Religious Studies||||
|71064.0|2007-01-01|2007.0|2009-01-01|2009.0|JAPPELLI Tullio, WEBER Guglielmo, BRUGIAVINI Agar, PERACCHI Franco, GIAVAZZI Francesco|University of Naples Federico II; University of Padua; Ca' Foscari University of Venice; University of Rome Tor Vergata; Bocconi University|University of Naples Federico II; University of Padua; Ca' Foscari University of Venice; University of Rome Tor Vergata; Bocconi University|Naples; Padova; Venice; Rome; Milan|Campania; Veneto; ; Lazio; |Italy; Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||||||
|71628.0|2007-01-01|2007.0|2009-01-01|2009.0|IALENTI Armando, PARENTI Astrid, ROMAGNOLI Paolo, AMBROSIO Giuseppe|University of Naples Federico II; University of Florence; University of Perugia|University of Naples Federico II; University of Florence; University of Perugia|Naples; Florence; Perugia|Campania; Toscana; Umbria|Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||34 Chemical Sciences; 3404 Medicinal and Biomolecular Chemistry||||
|230000.0|2007-01-01|2007.0|2009-01-01|2009.0|GUERRA Gaetano, PAOLUCCI Gino, DE ROSA Claudio|University of Salerno; Ca' Foscari University of Venice; University of Naples Federico II|University of Salerno; Ca' Foscari University of Venice; University of Naples Federico II|Fisciano; Venice; Naples|; ; Campania|Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||34 Chemical Sciences; 3403 Macromolecular and Materials Chemistry||||
|65170.0|2007-01-01|2007.0|2009-01-01|2009.0|GUARINO Giancarlo, DI STASI Angela, PANELLA Carmela, ZANGHI' Claudio|University of Naples Federico II; University of Salerno; University of Messina; Sapienza University of Rome|University of Naples Federico II; University of Salerno; University of Messina; Sapienza University of Rome|Naples; Fisciano; Messina; Rome|Campania; ; ; Lazio|Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||44 Human Society; 4403 Demography|||C18 Law|16 Peace, Justice and Strong Institutions
|65000.0|2007-01-01|2007.0|2009-01-01|2009.0|GUARINO Alfredo, ESPOSITO Ciro|University of Naples Federico II|University of Naples Federico II|Naples|Campania|Italy|Ministry of Education, Universities and Research||Italy|||34 Chemical Sciences; 49 Mathematical Sciences; 4903 Numerical and Computational Mathematics||||
|343000.0|2007-01-01|2007.0|2009-01-01|2009.0|MELCHIORRE Carlo, ROMANELLI Maria Novella, GIANNELLA Mario, GRECO Giovanni, FIORINI Isabella|University of Bologna; University of Florence; University of Camerino; University of Naples Federico II; University of Siena|University of Bologna; University of Florence; University of Camerino; University of Naples Federico II; University of Siena|Bologna; Florence; Camerino; Naples; Siena|Emilia-Romagna; Toscana; Marche; Campania; |Italy; Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy||pub.1024634807; pub.1055952016; pub.1055951737; pub.1055951594|32 Biomedical and Clinical Sciences; 49 Mathematical Sciences; 4901 Applied Mathematics||||
|169300.0|2007-01-01|2007.0|2009-01-01|2009.0|GRAZIANI Andrea, PUCCI Pietro, STASSI Giorgio, FAZIOLI Francesca|University of Eastern Piedmont Amadeo Avogadro; University of Naples Federico II; University of Palermo; Marche Polytechnic University|University of Eastern Piedmont Amadeo Avogadro; University of Naples Federico II; University of Palermo; Marche Polytechnic University|Vercelli; Naples; Palermo; Ancona|; Campania; ; |Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy||pub.1026007739|31 Biological Sciences; 3101 Biochemistry and Cell Biology; 32 Biomedical and Clinical Sciences; 3211 Oncology and Carcinogenesis|Not Site-Specific Cancer|1.4 Cancer Progression and Metastasis||
|165000.0|2007-01-01|2007.0|2009-01-01|2009.0|GRASSI Felice Roberto, SANTINELLI Alfredo, SIMEONE Michele, MAFFIONE Angela Bruna, TETE' Stefano|University of Bari Aldo Moro; Marche Polytechnic University; University of Naples Federico II; University of Foggia; University of Chieti-Pescara|University of Bari Aldo Moro; Marche Polytechnic University; University of Naples Federico II; University of Foggia; University of Chieti-Pescara|Bari; Ancona; Naples; Foggia; Chieti|; ; Campania; ; |Italy; Italy; Italy; Italy; Italy|Ministry of Education, Universities and Research||Italy|||32 Biomedical and Clinical Sciences; 3206 Medical Biotechnology; 40 Engineering||||
